CON,HOAD Remarks,State,GSTIN of OWN,GSTIN of supplier,Trade/Legal name,Invoice number,Invoice type,Invoice Date,Invoice Value(₹),Place of supply,Supply Attract Reverse Charge,Taxable Value (₹),Integrated Tax(₹),Central Tax(₹),State/UT Tax(₹),Cess(₹),GSTR-1/IFF/GSTR-5 Period,GSTR-1/IFF/GSTR-5 Filing Date,ITC Availability,Reason,Applicable % of Tax Rate,Source,IRN,IRN Date,Document Type
06AADCA2325A1ZJ07AADCA2325A1ZH240TO1010001299,Matched,Haryana,06AADCA2325A1ZJ,07AADCA2325A1ZH,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1010001299,Regular,18/02/2025,"17,920",Haryana,No,"16,000","1,920",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ07AADCA2325A1ZH240TO1010001306,Matched,Haryana,06AADCA2325A1ZJ,07AADCA2325A1ZH,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1010001306,Regular,20/02/2025,"2,116.80",Haryana,No,"1,890",226.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ07AADCA2325A1ZH240TO1010001318,Matched,Haryana,06AADCA2325A1ZJ,07AADCA2325A1ZH,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1010001318,Regular,24/02/2025,"10,752",Haryana,No,"9,600","1,152",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ06AAECA6894P1ZXLAD02/185/24-25,Matched,Haryana,06AADCA2325A1ZJ,06AAECA6894P1ZX,AMBIENCE DEVELOPERS AND INFRASTRUCTURE (P) LTD.,LAD02/185/24-25,Regular,01/02/2025,"2,176,230",Haryana,No,"1,844,262.83",0,"165,983.65","165,983.65",0,Feb'25,06/03/2025,Yes,,100%,E-Invoice,43e980a605530cd5fe7f35fb5d8702b726f6c9af4d85f8a82c2ea0151a5dc903,01/02/2025,Invoice
06AADCA2325A1ZJ06AAECA6894P1ZXSFE/02/181/24-25,Matched,Haryana,06AADCA2325A1ZJ,06AAECA6894P1ZX,AMBIENCE DEVELOPERS AND INFRASTRUCTURE (P) LTD.,SFE/02/181/24-25,Regular,28/02/2025,"19,012",Haryana,No,"16,112.10",0,"1,450.09","1,450.09",0,Feb'25,06/03/2025,Yes,,100%,E-Invoice,3fe82af00fb2c2136429af6e05422a0f23d88c3e9f2d94d95968138475e51c95,28/02/2025,Invoice
06AADCA2325A1ZJ36AADCA2325A1ZG240TO1003000750,Matched,Haryana,06AADCA2325A1ZJ,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000750,Regular,06/02/2025,"3,796.80",Haryana,No,"3,390",406.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ36AADCA2325A1ZG240TO1003000754,Matched,Haryana,06AADCA2325A1ZJ,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000754,Regular,07/02/2025,"5,040",Haryana,No,"4,500",540,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ36AADCA2325A1ZG240TO1003000757,Matched,Haryana,06AADCA2325A1ZJ,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000757,Regular,11/02/2025,"7,593.60",Haryana,No,"6,780",813.60,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ36AADCA2325A1ZG240TO1003000770,Matched,Haryana,06AADCA2325A1ZJ,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000770,Regular,22/02/2025,"3,675",Haryana,No,"3,500",175,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ36AADCA2325A1ZG240TO1003000773,Matched,Haryana,06AADCA2325A1ZJ,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000773,Regular,27/02/2025,"2,116.80",Haryana,No,"1,890",226.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1004001673,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001673,Regular,07/02/2025,"2,060",Haryana,No,"2,000",60,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1004001702,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001702,Regular,15/02/2025,"2,116.80",Haryana,No,"1,890",226.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1004001706,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001706,Regular,17/02/2025,"2,116.80",Haryana,No,"1,890",226.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1004001761,Carry Forward,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001761,Regular,28/02/2025,"2,340.80",Haryana,No,"2,090",250.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001359,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001359,Regular,02/02/2025,"3,796.80",Haryana,No,"3,390",406.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001372,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001372,Regular,07/02/2025,"4,368",Haryana,No,"3,900",468,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001379,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001379,Regular,09/02/2025,"2,575",Haryana,No,"2,500",75,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001381,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001381,Regular,09/02/2025,"3,348.80",Haryana,No,"2,990",358.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001387,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001387,Regular,11/02/2025,"2,564.80",Haryana,No,"2,290",274.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001406,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001406,Regular,17/02/2025,"9,408",Haryana,No,"8,400","1,008",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001438,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001438,Regular,23/02/2025,"1,780.80",Haryana,No,"1,590",190.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001445,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001445,Regular,25/02/2025,"5,040",Haryana,No,"4,500",540,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF240TO1289001458,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001458,Regular,27/02/2025,"2,228.80",Haryana,No,"1,990",238.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068573,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068573,Regular,06/02/2025,"55,720",Haryana,No,"50,000","5,720",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068655,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068655,Regular,08/02/2025,"3,090",Haryana,No,"3,000",90,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068696,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068696,Regular,11/02/2025,"75,890.40",Haryana,No,"73,680","2,210.40",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068738,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068738,Regular,13/02/2025,"16,800",Haryana,No,"16,000",800,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068762,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068762,Regular,14/02/2025,"52,897.60",Haryana,No,"47,230","5,667.60",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068847,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068847,Regular,18/02/2025,"171,403.27",Haryana,No,"154,238.60","17,164.67",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068900,Matched,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068900,Regular,20/02/2025,"2,228.80",Haryana,No,"1,990",238.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72068950,Carry Forward,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72068950,Regular,22/02/2025,"20,416.20",Haryana,No,"18,760","1,656.20",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72069023,Carry Forward,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72069023,Regular,26/02/2025,"20,596.80",Haryana,No,"18,390","2,206.80",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AADCA2325A1ZF72069065,Carry Forward,Haryana,06AADCA2325A1ZJ,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,72069065,Regular,28/02/2025,"61,576.90",Haryana,No,"55,460","6,116.90",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ06AAICA8074F1ZMCAF/02/163/24-25,Matched,Haryana,06AADCA2325A1ZJ,06AAICA8074F1ZM,Ambience Facilities Management Private Ltd.,CAF/02/163/24-25,Regular,01/02/2025,"612,151",Haryana,No,"518,772.14",0,"46,689.49","46,689.49",0,Feb'25,06/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ04AADCA2325A1ZN240TO1005000552,Matched,Haryana,06AADCA2325A1ZJ,04AADCA2325A1ZN,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1005000552,Regular,07/02/2025,"7,694.40",Haryana,No,"6,870",824.40,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ04AADCA2325A1ZN240TO1005000556,Matched,Haryana,06AADCA2325A1ZJ,04AADCA2325A1ZN,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1005000556,Regular,11/02/2025,"10,752",Haryana,No,"9,600","1,152",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ04AADCA2325A1ZN240TO1005000570,Matched,Haryana,06AADCA2325A1ZJ,04AADCA2325A1ZN,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1005000570,Regular,25/02/2025,"11,984",Haryana,No,"10,700","1,284",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AQHPM5454F1ZP24-256,In Jan_25_Books,Haryana,06AADCA2325A1ZJ,27AQHPM5454F1ZP,AIR SYSTEMS PROVIDER,24-256,Regular,01/01/2025,"9,053",Haryana,No,"7,672","1,380.96",0,0,0,Feb'25,13/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ09AAACO4007A1Z38097515002,Carry Forward,Haryana,06AADCA2325A1ZJ,09AAACO4007A1Z3,M/S ONE 97 COMMUNICATION LTD,8097515002,Regular,12/02/2025,177,Haryana,No,150,27,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ06AAACB0446L1ZW2025206R00004939,Carry Forward,Haryana,06AADCA2325A1ZJ,06AAACB0446L1ZW,BLUE DART EXPRESS LTD.,2025206R00004939,Regular,28/02/2025,"1,657.90",Haryana,No,"1,405",0,126.45,126.45,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ06AAACB0446L1ZW2025206R00004940,Carry Forward,Haryana,06AADCA2325A1ZJ,06AAACB0446L1ZW,BLUE DART EXPRESS LTD.,2025206R00004940,Regular,28/02/2025,"9,651.35",Haryana,No,"8,179.11",0,736.12,736.12,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AAACH2702H3ZYMAP2505900478469,Carry Forward,Haryana,06AADCA2325A1ZJ,27AAACH2702H3ZY,HDFC BANK LIMITED,MAP2505900478469,Regular,28/02/2025,"37,448.23",Haryana,No,"31,735.79","5,712.44",0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ27AAACH2702H3ZYUPI2505999455100,Carry Forward,Haryana,06AADCA2325A1ZJ,27AAACH2702H3ZY,HDFC BANK LIMITED,UPI2505999455100,Regular,28/02/2025,274.59,Haryana,No,232.70,41.89,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ19AADCA2325A1ZC240TO1011000723,Matched,Haryana,06AADCA2325A1ZJ,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000723,Regular,07/02/2025,"1,668.80",Haryana,No,"1,490",178.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ19AADCA2325A1ZC240TO1011000745,Matched,Haryana,06AADCA2325A1ZJ,19AADCA2325A1ZC,HOUSE OF ANITA DONGRE LIMITED,240TO1011000745,Regular,24/02/2025,"3,139.50",Haryana,No,"2,990",149.50,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ24AVAPM3971F1ZQ2024-25/611,Matched,Haryana,06AADCA2325A1ZJ,24AVAPM3971F1ZQ,GIS PEST MANAGEMENT SERVICE,2024-25/611,Regular,20/02/2025,"2,259",Haryana,No,"1,914",344.52,0,0,0,Feb'25,10/03/2025,Yes,,100%,,,,Invoice
06AADCA2325A1ZJ07AAFFH0038L1ZH322,In Dec_24_Books,Haryana,06AADCA2325A1ZJ,07AAFFH0038L1ZH,HIND SECURITIES SERVICES AND HOUSE KEEPING,322,Regular,02/12/2024,"1,482",Haryana,No,"1,256",226.08,0,0,0,Dec'24,19/02/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH07AAACH0607D2Z9TAX/24-25/08,Matched,Delhi,07AADCA2325A1ZH,07AAACH0607D2Z9,HARSHWARDHAN LEASING LIMITED,TAX/24-25/08,Regular,01/02/2025,"3,901,375",Delhi,No,"3,306,250",0,"297,562.50","297,562.50",0,Feb'25,06/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH07AACCR0093B1ZUEMVRAH0225/00007,Matched,Delhi,07AADCA2325A1ZH,07AACCR0093B1ZU,DLF Emporio Limited,EMVRAH0225/00007,Regular,28/02/2025,"13,325",Delhi,No,"11,291.96",0,"1,016.28","1,016.28",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH07AACCR0093B1ZUEMVRMB0225/00021,Matched,Delhi,07AADCA2325A1ZH,07AACCR0093B1ZU,DLF Emporio Limited,EMVRMB0225/00021,Regular,01/02/2025,"396,581",Delhi,No,"336,085.20",0,"30,247.67","30,247.67",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH07AACCR0093B1ZUEMVRMR0225/00019,Matched,Delhi,07AADCA2325A1ZH,07AACCR0093B1ZU,DLF Emporio Limited,EMVRMR0225/00019,Regular,28/02/2025,486,Delhi,No,412,0,37.08,37.08,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH07AACCR0093B1ZUERORIN2425/01336,Matched,Delhi,07AADCA2325A1ZH,07AACCR0093B1ZU,DLF Emporio Limited,ERORIN2425/01336,Regular,01/02/2025,"1,756,769",Delhi,No,"1,488,787",0,"133,990.83","133,990.83",0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000715,Matched,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000715,Regular,05/02/2025,"1,680",Delhi,No,"1,500",180,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000723,Matched,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000723,Regular,09/02/2025,"15,780.80",Delhi,No,"14,090","1,690.80",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000724,Matched,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000724,Regular,10/02/2025,"5,588.80",Delhi,No,"4,990",598.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000729,Matched,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000729,Regular,11/02/2025,"1,534",Delhi,No,"1,300",234,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000740,Matched,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000740,Regular,18/02/2025,"10,640",Delhi,No,"9,500","1,140",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000742,Matched,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000742,Regular,19/02/2025,"6,300",Delhi,No,"6,000",300,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000751,Carry Forward,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000751,Regular,23/02/2025,"59,920",Delhi,No,"53,500","6,420",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH24AADCA2325A1ZL240TO1296000756,Matched,Delhi,07AADCA2325A1ZH,24AADCA2325A1ZL,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1296000756,Regular,26/02/2025,"11,550",Delhi,No,"11,000",550,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH07ADXPT8738N1Z5MJE/2425/1814,Matched,Delhi,07AADCA2325A1ZH,07ADXPT8738N1Z5,M J ENTERPRISES,MJE/2425/1814,Regular,05/02/2025,"3,670",Delhi,No,"3,110",0,279.90,279.90,0,Feb'25,08/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH07ADXPT8738N1Z5MJE/2425/1943,Carry Forward,Delhi,07AADCA2325A1ZH,07ADXPT8738N1Z5,M J ENTERPRISES,MJE/2425/1943,Regular,27/02/2025,"10,395",Delhi,No,"9,900",0,247.50,247.50,0,Feb'25,08/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH36AADCA2325A1ZG240TO1003000749,Matched,Delhi,07AADCA2325A1ZH,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000749,Regular,06/02/2025,"5,700.80",Delhi,No,"5,090",610.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH36AADCA2325A1ZG240TO1003000756,Matched,Delhi,07AADCA2325A1ZH,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000756,Regular,10/02/2025,"44,800",Delhi,No,"40,000","4,800",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH36AADCA2325A1ZG240TO1003000766,Matched,Delhi,07AADCA2325A1ZH,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000766,Regular,19/02/2025,"11,550",Delhi,No,"11,000",550,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH36AADCA2325A1ZG240TO1003000767,Matched,Delhi,07AADCA2325A1ZH,36AADCA2325A1ZG,HOUSE OF ANITA DONGRE LIMITED,240TO1003000767,Regular,20/02/2025,"2,900.80",Delhi,No,"2,590",310.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001645,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001645,Regular,03/02/2025,"55,776",Delhi,No,"49,800","5,976",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001667,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001667,Regular,06/02/2025,"45,024",Delhi,No,"40,200","4,824",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001672,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001672,Regular,07/02/2025,"10,409.70",Delhi,No,"9,350","1,059.70",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001678,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001678,Regular,08/02/2025,"1,332.80",Delhi,No,"1,190",142.80,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001713,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001713,Regular,18/02/2025,"85,904",Delhi,No,"76,700","9,204",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001716,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001716,Regular,19/02/2025,"15,214.50",Delhi,No,"14,490",724.50,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001726,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001726,Regular,23/02/2025,"1,400",Delhi,No,"1,250",150,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001728,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001728,Regular,24/02/2025,"2,667.70",Delhi,No,"2,590",77.70,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001740,Carry Forward,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001740,Regular,25/02/2025,"16,105.60",Delhi,No,"14,380","1,725.60",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1004001742,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1004001742,Regular,26/02/2025,"5,600",Delhi,No,"5,000",600,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1289001373,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001373,Regular,07/02/2025,"11,200",Delhi,No,"10,000","1,200",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1289001390,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001390,Regular,12/02/2025,"3,360",Delhi,No,"3,000",360,0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1289001397,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001397,Regular,14/02/2025,"40,320",Delhi,No,"36,000","4,320",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
07AADCA2325A1ZH27AADCA2325A1ZF240TO1289001398,Matched,Delhi,07AADCA2325A1ZH,27AADCA2325A1ZF,HOUSE OF ANITA DONGRE PRIVATE LIMITED,240TO1289001398,Regular,14/02/2025,"13,440",Delhi,No,"12,000","1,440",0,0,0,Feb'25,11/03/2025,Yes,,100%,,,,Invoice
